snp	locus_gene	locus_entrez_id	distance_to_snp
rs4129267	NPR1	4881	759796
rs4129267	GBAP1	2630	760033
rs4129267	MIR8083	102466879	763995
rs4129267	GBA	2629	780664
rs4129267	ILF2	3608	782740
rs4129267	SNAPIN	23557	791958
rs4129267	FAM189B	10712	793417
rs4129267	SCAMP3	10067	802191
rs4129267	CHTOP	26097	807482
rs4129267	CLK2	1196	809080
rs4129267	S100A1	6271	821749
rs4129267	S100A13	6284	822428
rs4129267	HCN3	57657	823795
rs4129267	PKLR	5313	836051
rs4129267	S100A14	57402	836802
rs4129267	S100A16	140576	840643
rs4129267	FDPS	2224	854960
rs4129267	RUSC1-AS1	284618	863075
rs4129267	RUSC1	23623	867108
rs4129267	ASH1L	55870	881480
rs4129267	S100A2	6273	885898
rs4129267	MIR555	693140	892562
rs4129267	S100A4	6275	903652
rs4129267	S100A3	6274	904416
rs4129267	S100A5	6276	912023
rs4129267	S100A6	6277	917544
rs4129267	POU5F1P4	645682	979390
rs4129267	S100A7	6278	993087
rs11548618	CXCL10	3627	703
rs11548618	CXCL11	6373	10888
rs11548618	ART3	419	11610
rs11548618	CXCL9	4283	15306
rs11548618	AC112719.2	101928809	16852
rs11548618	SDAD1	55153	31832
rs11548618	NAAA	27163	81743
rs11548618	NUP54	53371	91865
rs11548618	PPEF2	5470	120223
rs11548618	SCARB2	950	135939
rs11548618	FAM47E	100129583	191246
rs11548618	USO1	8615	208508
rs11548618	FAM47E-STBD1	100631383	228927
rs11548618	STBD1	8987	283232
rs11548618	CCDC158	339965	290203
rs11548618	G3BP2	9908	298269
rs11548618	CDKL2	8999	392078
rs11548618	SHROOM3	57619	412306
rs11548618	ODAPH	152816	456909
rs11548618	THAP6	152815	472321
rs11548618	RCHY1	25898	508030
rs11548618	MIR4450	100616299	550774
rs11548618	MIR548AH	100616254	552757
rs11548618	LINC02483	441025	660228
rs11548618	SOWAHB	345079	872134
rs11548618	SEPT11	55752	926909
rs11548618	PARM1	25849	972679
rs6946822	RHBDD2	57414	7528
rs6946822	CCL24	6369	26774
rs6946822	POR	5447	49070
rs6946822	CCL26	10344	60234
rs6946822	MIR4651	100616270	65067
rs6946822	SNORA14A	677801	93652
rs6946822	HIP1	3092	111168
rs6946822	TMEM120A	83862	136707
rs6946822	STYXL1	51657	146208
rs6946822	MDH2	4191	197921
rs6946822	PMS2P3	5387	321982
rs6946822	SPDYE5	442590	345826
rs6946822	SRRM3	222183	351770
rs6946822	POM121C	100101267	363859
rs6946822	NSUN5P1	155400	433343
rs6946822	TRIM73	375593	439134
rs6946822	HSPB1	3315	452414
rs6946822	AC211486.1	541473	454696
rs6946822	YWHAG	7532	476664
rs6946822	SSC4D	136853	539204
rs6946822	ZP3	7784	547388
rs6946822	DTX2	113878	611546
rs6946822	GTF2IP1	2970	612434
rs6946822	UPK3B	105375355	660298
rs6946822	NCF1C	654817	678086
rs6946822	SPDYE16	100505767	681189
rs6946822	SPDYE16	102723555	681189
rs6946822	AC004980.1	100133091	699230
rs6946822	GTF2IRD2B	389524	700313
rs6946822	POMZP3	22932	759856
rs6946822	RCC1L	81554	775902
rs6946822	CASTOR2	729438	825332
rs6946822	GTF2IRD2	84163	998579
rs425535	CXCL5	6374	499
rs425535	PPBP	5473	10083
rs425535	PF4	5196	16156
rs425535	CXCL3	2921	38309
rs425535	PPBPP2	10895	55758
rs425535	CXCL2	2920	98755
rs425535	MTHFD2L	441024	115894
rs425535	CXCL1	2919	127038
rs425535	PF4V1	5197	144125
rs425535	CXCL6	6372	149216
rs425535	CXCL8	3576	254564
rs425535	EPGN	255324	310193
rs425535	EREG	2069	366863
rs425535	RASSF6	166824	377649
rs425535	AREG	374	446854
rs425535	LINC02499	728040	464152
rs425535	AFM	173	494279
rs425535	AFP	174	542106
rs425535	ALB	213	576868
rs425535	ANKRD17	26057	739482
rs425535	BTC	685	746479
rs425535	COX18	285521	928525
rs425535	PARM1	25849	934815
rs425535	AC110760.2	100507388	957694
rs148594123	CD40LG	959	1106
rs148594123	ARHGEF6	9459	6263
rs148594123	LINC00892	100128420	16855
rs148594123	VGLL1	51442	102477
rs148594123	MIR934	100126324	108324
rs148594123	HTATSF1	27336	146938
rs148594123	BRS3	680	165504
rs148594123	RBMX	27316	188720
rs148594123	SNORD61	26787	219915
rs148594123	ADGRG4	139378	242396
rs148594123	GPR101	83550	370864
rs148594123	MAP7D3	79649	402802
rs148594123	FHL1	2273	447925
rs148594123	SLC9A6	10479	612015
rs148594123	MMGT1	93380	685221
rs148594123	SAGE1	55511	746223
rs148594123	CT45A10	102723631	770198
rs148594123	CT45A9	102723680	787472
rs148594123	CT45A8	102723737	804746
rs148594123	CT45A7	101060211	822016
rs148594123	CT45A2	728911	839272
rs148594123	CT45A6	541465	856628
rs148594123	CT45A5	441521	873986
rs148594123	CT45A3	441519	891093
rs148594123	CT45A3	541466	891093
rs148594123	ZIC3	7547	906858
rs148594123	CT45A1	541466	935745
rs187098133	GPR101	83550	72169
rs187098133	RBMX	27316	223079
rs187098133	SNORD61	26787	224572
rs187098133	ARHGEF6	9459	321755
rs187098133	CD40LG	959	443453
rs187098133	LINC00892	100128420	461414
rs187098133	ZIC3	7547	462299
rs187098133	VGLL1	51442	547036
rs187098133	MIR934	100126324	552883
rs187098133	HTATSF1	27336	591497
rs187098133	BRS3	680	610063
rs187098133	ADGRG4	139378	686955
rs187098133	MAP7D3	79649	847361
rs187098133	FHL1	2273	892484
rs6801605	CHDH	55349	4199
rs6801605	IL17RB	55540	4389
rs6801605	ACTR8	93973	24875
rs6801605	CACNA1D	776	28458
rs6801605	SELENOK	58515	42219
rs6801605	CACNA2D3	55799	280356
rs6801605	DCP1A	55802	494581
rs6801605	SNORD38C	109617024	509063
rs6801605	TKT	7086	586139
rs6801605	PRKCD	5580	649474
rs6801605	RFT1	91869	711729
rs6801605	ESRG	790952	789931
rs6801605	SFMBT1	51460	795441
rs6801605	TMEM110	375346	944595
rs6801605	TMEM110-MUSTN1	100526772	944629
rs6801605	MIR8064	102465866	995639
rs137859326	ZIC3	7547	459591
rs137859326	FGF13	2258	577449
rs137859326	MIR504	574507	630429
rs137859326	FGF13-AS1	100129662	674170
rs2230694	C19orf54	284325	5945
rs2230694	SNRPA	6626	6861
rs2230694	MIA	8190	14150
rs2230694	ITPKC	80271	16638
rs2230694	RAB4B	53916	20718
rs2230694	COQ8B	79934	39291
rs2230694	EGLN2	112398	41498
rs2230694	CYP2T1P	171523	50976
rs2230694	NUMBL	9253	66526
rs2230694	CYP2A6	1548	86040
rs2230694	CYP2A7	1549	117941
rs2230694	LTBP4	8425	127680
rs2230694	CYP2G1P	22952	133328
rs2230694	SHKBP1	92799	166099
rs2230694	CYP2B7P	1556	166721
rs2230694	SPTBN4	57731	181034
rs2230694	CYP2B6	1555	233801
rs2230694	BLVRB	645	291658
rs2230694	SERTAD3	29946	312793
rs2230694	CYP2A13	1553	330974
rs2230694	SERTAD1	29950	331473
rs2230694	PRX	57716	344132
rs2230694	CYP2F1	1572	356934
rs2230694	HIPK4	147746	367311
rs2230694	PLD3	23646	377059
rs2230694	MIR6796	102465477	387591
rs2230694	C19orf47	126526	408971
rs2230694	AXL	558	461705
rs2230694	AKT2	208	471962
rs2230694	MIR641	693226	474857
rs2230694	HNRNPUL1	11100	504998
rs2230694	CNTD2	79935	530808
rs2230694	TTC9B	148014	539099
rs2230694	MAP3K10	4294	541923
rs2230694	TGFB1	7040	544089
rs2230694	CCDC97	90324	552691
rs2230694	TMEM91	641649	593413
rs2230694	B9D2	80776	596923
rs2230694	EXOSC5	56915	628876
rs2230694	BCKDHA	593	639962
rs2230694	ZNF780A	284323	666560
rs2230694	B3GNT8	374907	667861
rs2230694	DMAC2	55101	673820
rs2230694	PCAT19	100505495	696671
rs2230694	ZNF780B	163131	701289
rs2230694	ZNF546	339327	736457
rs2230694	PSMC4	5704	776057
rs2230694	LINC01480	101927931	777685
rs2230694	CEACAM21	90273	792020
rs2230694	FCGBP	8857	822872
rs2230694	CEACAM4	1089	861473
rs2230694	FBL	2091	911084
rs2230694	CEACAM7	1087	915809
rs2230694	DYRK1B	9149	923297
rs2230694	MIR6719	102465974	927696
rs2230694	CEACAM5	1048	951087
rs2230694	LEUTX	342900	971331
rs2230694	CEACAM6	4680	993479
rs10045431	IL12B	3593	56638
rs10045431	LINC01845	285627	61031
rs10045431	AC008691.1	285626	76780
rs10045431	UBLCP1	134510	101485
rs10045431	LINC01932	105377682	142398
rs10045431	RNF145	153830	177472
rs10045431	LINC02202	101927740	270047
rs10045431	EBF1	1879	287764
rs10045431	LINC01847	101927766	311061
rs10045431	ADRA1B	147	477555
rs10045431	TTC1	7265	621588
rs10045431	PWWP2A	114825	674276
rs10045431	FABP6	2172	799842
rs10045431	CCNJL	79616	864127
rs10045431	C1QTNF2	114898	960226
rs10045431	LINC02227	101927697	977752
rs635634	ABO	28	4213
rs635634	SURF6	6838	49347
rs635634	MED22	6837	58896
rs635634	RPL7A	6130	68787
rs635634	SNORD24	26820	69969
rs635634	OBP2B	29989	70177
rs635634	SNORD36A	26815	71029
rs635634	SNORD36C	26813	71420
rs635634	SURF1	6834	72328
rs635634	SURF2	6835	77125
rs635634	SURF4	6836	82022
rs635634	STKLD1	169436	96940
rs635634	GBGT1	26301	115482
rs635634	REXO4	57109	126632
rs635634	RALGDS	5900	130093
rs635634	ADAMTS13	11093	134931
rs635634	CACFD1	11094	180538
rs635634	SLC2A6	11182	191668
rs635634	CEL	1056	207566
rs635634	GTF3C5	9328	220924
rs635634	MIR6877	102465528	227368
rs635634	MYMK	389827	235159
rs635634	ADAMTSL2	9719	252737
rs635634	GFI1B	8328	287740
rs635634	FAM163B	642968	298988
rs635634	MIR548AW	100846992	333656
rs635634	TSC1	7248	334794
rs635634	DBH	1621	356933
rs635634	DBH-AS1	138948	375159
rs635634	SARDH	1757	384133
rs635634	SPACA9	11092	389226
rs635634	AK8	158067	400650
rs635634	VAV2	7410	482467
rs635634	GTF3C4	9329	584472
rs635634	DDX31	64794	609026
rs635634	BARHL1	56751	689161
rs635634	CFAP77	389799	706110
rs635634	BRD3OS	266655	746012
rs635634	BRD3	8019	750878
rs635634	AL445931.1	100130548	774863
rs635634	WDR5	11091	855938
rs635634	TTF1	7270	872576
rs635634	RNU6ATAC	100151684	885012
rs635634	SETX	23064	924442
rs3869132	LINC01149	101929111	1504
rs3869132	MICA	100507436	27856
rs3869132	HCP5	10866	34335
rs3869132	AL645933.2	101929072	47676
rs3869132	MICB	4277	51710
rs3869132	MCCD1	401250	85546
rs3869132	HLA-B	3106	85983
rs3869132	DDX39B	7919	87048
rs3869132	MIR6891	102465537	87855
rs3869132	SNORD117	692233	93203
rs3869132	SNORD84	692199	97930
rs3869132	DDX39B-AS1	106478957	99133
rs3869132	ATP6V1G2	534	101291
rs3869132	NFKBIL1	4795	103699
rs3869132	LTA	4049	128883
rs3869132	TNF	7124	132396
rs3869132	LTB	4050	137354
rs3869132	LINC02571	105375015	141529
rs3869132	LST1	7940	142953
rs3869132	NCR3	259197	145724
rs3869132	HLA-C	3107	171041
rs3869132	AIF1	199	172013
rs3869132	PRRC2A	7916	177549
rs3869132	SNORA38	677820	179908
rs3869132	MIR6832	102466745	190616
rs3869132	BAG6	7917	195857
rs3869132	APOM	55937	209245
rs3869132	C6orf47	57827	215127
rs3869132	GPANK1	7918	218058
rs3869132	CSNK2B	1460	222065
rs3869132	LY6G5B	58496	226996
rs3869132	LY6G5C	80741	233513
rs3869132	HCG27	253018	239203
rs3869132	ABHD16A	7920	243778
rs3869132	MIR4646	100616230	257858
rs3869132	POU5F1	5460	262440
rs3869132	LY6G6F	259215	263714
rs3869132	LY6G6F-LY6G6D	110599563	263733
rs3869132	PSORS1C3	100130889	265272
rs3869132	LY6G6D	58530	272185
rs3869132	LY6G6D	110599563	272185
rs3869132	MPIG6B	80739	275423
rs3869132	LY6G6C	80740	275477
rs3869132	TCF19	6941	276012
rs3869132	DDAH2	23564	283867
rs3869132	CCHCR1	54535	284933
rs3869132	CLIC1	1192	287410
rs3869132	MSH5	4439	296777
rs3869132	PSORS1C1	170679	303079
rs3869132	PSORS1C2	170680	303821
rs3869132	SAPCD1	401251	319628
rs3869132	VWA7	80737	322419
rs3869132	CDSN	1041	322725
rs3869132	C6orf15	29113	330612
rs3869132	VARS	7407	334347
rs3869132	LSM2	57819	354225
rs3869132	HSPA1L	3305	366448
rs3869132	HSPA1A	3303	372293
rs3869132	HCG22	285834	383281
rs3869132	HSPA1B	3304	384564
rs3869132	C6orf48	50854	391437
rs3869132	SNORD48	26801	392092
rs3869132	SNORD52	26797	393905
rs3869132	MUC22	100507679	407769
rs3869132	NEU1	4758	414488
rs3869132	SLC44A4	80736	420021
rs3869132	EHMT2	10919	436588
rs3869132	MUC21	394263	453268
rs3869132	C2	717	454614
rs3869132	ZBTB12	221527	456436
rs3869132	SFTA2	389376	487535
rs3869132	DPCR1	135656	488950
rs3869132	C2-AS1	102060414	491303
rs3869132	CFB	629	502479
rs3869132	NELFE	7936	508916
rs3869132	MIR1236	100302242	513668
rs3869132	SKIV2L	6499	515909
rs3869132	VARS2	57176	516712
rs3869132	DXO	1797	526639
rs3869132	STK19	8859	527920
rs3869132	GTF2H4	2968	529065
rs3869132	C4A	720	538853
rs3869132	C4A	110384692	538853
rs3869132	DDR1	780	543015
rs3869132	MIR4640	100616237	552199
rs3869132	C4B	721	571591
rs3869132	C4B-AS1	102060414	589542
rs3869132	LINC02570	105375014	595012
rs3869132	CYP21A2	1589	595094
rs3869132	TNXB	7148	597983
rs3869132	LINC00243	401247	612512
rs3869132	HCG20	105375013	650921
rs3869132	ATF6B	1388	655005
rs3869132	FKBPL	63943	685536
rs3869132	IER3	8870	698617
rs3869132	FLOT1	10211	700438
rs3869132	PRRT1	80863	705188
rs3869132	PRRT1	100507547	705188
rs3869132	PPT2	9374	710270
rs3869132	TUBB	203068	717745
rs3869132	EGFL8	80864	721412
rs3869132	AGPAT1	10554	725041
rs3869132	MDC1	9656	725282
rs3869132	MIR6721	102466190	726859
rs3869132	MDC1-AS1	106478956	729987
rs3869132	RNF5	6048	735183
rs3869132	MIR6833	102465500	736645
rs3869132	AGER	177	737797
rs3869132	PBX2	5089	741570
rs3869132	GPSM3	63940	747595
rs3869132	NOTCH4	4855	751672
rs3869132	NRM	11270	751751
rs3869132	PPP1R18	170954	755276
rs3869132	DHX16	8449	770134
rs3869132	C6orf136	221545	789961
rs3869132	ATAT1	79969	796348
rs3869132	MRPS18B	28973	816776
rs3869132	PPP1R10	5514	824559
rs3869132	C6orf10	10665	845355
rs3869132	ABCF1	23	845992
rs3869132	MIR877	100126314	858754
rs3869132	PRR3	80742	879448
rs3869132	GNL1	2794	885997
rs3869132	HCG23	414764	947339
rs3869132	HLA-E	3133	948966
rs3869132	BTNL2	56244	950792
rs3869132	HLA-DRA	3122	996671
rs56398830	SLC10A2	6555	5342
rs56398830	METTL21EP	121952	153307
rs56398830	BIVM-ERCC5	100533467	173339
rs56398830	ERCC5	2073	173339
rs56398830	BIVM	54841	207805
rs56398830	KDELC1	79070	250333
rs56398830	TEX30	93081	275529
rs56398830	CCDC168	643677	290270
rs56398830	METTL21C	196541	354836
rs56398830	TPP2	7174	369382
rs56398830	LINC01309	104326190	375860
rs56398830	FGF14	2259	646883
rs56398830	FGF14-AS2	283481	653637
rs56398830	FGF14-IT1	283480	654821
rs7775228	HLA-DQB1	3119	21919
rs7775228	AL662789.1	102725019	27703
rs7775228	HLA-DQB1-AS1	106480429	29573
rs7775228	HLA-DQA1	3117	43240
rs7775228	HLA-DQA2	3117	51040
rs7775228	HLA-DQA2	3118	51040
rs7775228	MIR3135B	100616218	59610
rs7775228	HLA-DQB2	3120	65796
rs7775228	HLA-DRB1	3123	100454
rs7775228	HLA-DOB	3112	122461
rs7775228	HLA-DRB6	3128	130280
rs7775228	TAP2	6891	131531
rs7775228	PSMB8	5696	150415
rs7775228	PSMB8-AS1	100507463	153784
rs7775228	PSMB9	5698	153834
rs7775228	TAP1	6890	154907
rs7775228	HLA-DRB5	3127	160015
rs7775228	HLA-DMB	3109	244327
rs7775228	HLA-DRA	3122	245256
rs7775228	HLA-DMA	3108	258311
rs7775228	BRD2	6046	278358
rs7775228	BTNL2	56244	283174
rs7775228	HCG23	414764	296616
rs7775228	HLA-DOA	3111	313876
rs7775228	C6orf10	10665	318390
rs7775228	HLA-DPA1	3113	374267
rs7775228	HLA-DPB1	3115	385624
rs7775228	HLA-DPB2	3116	422149
rs7775228	NOTCH4	4855	466235
rs7775228	COL11A2	1302	472379
rs7775228	GPSM3	63940	494779
rs7775228	PBX2	5089	500116
rs7775228	RXRB	6257	503286
rs7775228	AGER	177	505978
rs7775228	RNF5	6048	509509
rs7775228	SLC39A7	7922	510143
rs7775228	MIR6833	102465500	510426
rs7775228	AGPAT1	10554	512206
rs7775228	HSD17B8	7923	514340
rs7775228	MIR219A1	407002	517533
rs7775228	RING1	6015	518193
rs7775228	MIR6721	102466190	520186
rs7775228	EGFL8	80864	522021
rs7775228	PPT2	9374	526622
rs7775228	PRRT1	80863	535929
rs7775228	PRRT1	100507547	535929
rs7775228	HCG25	414765	559232
rs7775228	VPS52	6293	559970
rs7775228	FKBPL	63943	560011
rs7775228	ATF6B	1388	562049
rs7775228	TNXB	7148	574968
rs7775228	RPS18	6222	581708
rs7775228	B3GALT4	8705	586830
rs7775228	WDR46	9277	588806
rs7775228	MIR6873	102466754	596925
rs7775228	PFDN6	10471	599000
rs7775228	MIR6834	102465501	599943
rs7775228	RGL2	5863	601352
rs7775228	TAPBP	6892	609392
rs7775228	ZBTB22	9278	624104
rs7775228	DAXX	1616	628256
rs7775228	CYP21A2	1589	648632
rs7775228	C4B-AS1	102060414	654044
rs7775228	C4B	721	654884
rs7775228	C4A	720	687621
rs7775228	C4A	110384692	687621
rs7775228	KIFC1	3833	701234
rs7775228	STK19	8859	707481
rs7775228	DXO	1797	718010
rs7775228	PHF1	5252	720097
rs7775228	SKIV2L	6499	720547
rs7775228	CUTA	51596	726140
rs7775228	SYNGAP1	8831	729359
rs7775228	NELFE	7936	731192
rs7775228	MIR1236	100302242	733362
rs7775228	CFB	629	738218
rs7775228	C2	717	744630
rs7775228	MIR5004	100847012	748029
rs7775228	C2-AS1	102060414	748578
rs7775228	ZBTB9	221504	763668
rs7775228	ZBTB12	221527	788310
rs7775228	EHMT2	10919	792615
rs7775228	SLC44A4	80736	811256
rs7775228	NEU1	4758	827396
rs7775228	GGNBP1	449520	849744
rs7775228	C6orf48	50854	850536
rs7775228	SNORD52	26797	853160
rs7775228	SNORD48	26801	854976
rs7775228	HSPA1B	3304	860047
rs7775228	HSPA1A	3303	872356
rs7775228	HSPA1L	3305	875237
rs7775228	BAK1	578	882245
rs7775228	LSM2	57819	883318
rs7775228	VARS	7407	894349
rs7775228	LINC00336	401253	895804
rs7775228	VWA7	80737	913008
rs7775228	SAPCD1	401251	925451
rs7775228	MSH5	4439	927468
rs7775228	ITPR3	3710	930063
rs7775228	CLIC1	1192	950539
rs7775228	DDAH2	23564	959685
rs7775228	MPIG6B	80739	963588
rs7775228	LY6G6C	80740	968457
rs7775228	LY6G6F-LY6G6D	110599563	972384
rs7775228	LY6G6D	58530	972498
rs7775228	LY6G6D	110599563	972498
rs7775228	LY6G6F	259215	979707
rs7775228	ABHD16A	7920	986858
rs7775228	MIR4646	100616230	989211
rs10274222	CCDC146	57639	120
rs10274222	GSAP	54103	18662
rs10274222	FGL2	10875	129565
rs10274222	PTPN12	5782	207862
rs10274222	DTX2P1-UPK3BP1-PMS2P11	441263	285638
rs10274222	APTR	100505854	328247
rs10274222	RSBN1L	222194	367030
rs10274222	TMEM60	85025	464315
rs10274222	PHTF2	57157	469379
rs10274222	MAGI2	9863	687644
rs10274222	AC004980.1	100133091	701431
rs10274222	POMZP3	22932	702152
rs10274222	SPDYE16	100505767	787954
rs10274222	SPDYE16	102723555	787954
rs10274222	UPK3B	105375355	812892
rs10274222	DTX2	113878	823418
rs10274222	ZP3	7784	887342
rs10274222	SSC4D	136853	919718
rs10274222	YWHAG	7532	970382
rs9501626	HLA-DRA	3122	7275
rs9501626	BTNL2	56244	25439
rs9501626	HCG23	414764	38881
rs9501626	C6orf10	10665	60655
rs9501626	HLA-DRB5	3127	84776
rs9501626	HLA-DRB6	3128	120146
rs9501626	HLA-DRB1	3123	146202
rs9501626	HLA-DQA1	3117	195612
rs9501626	NOTCH4	4855	208500
rs9501626	HLA-DQB1	3119	226900
rs9501626	HLA-DQB1-AS1	106480429	227313
rs9501626	GPSM3	63940	237044
rs9501626	PBX2	5089	242381
rs9501626	AGER	177	248243
rs9501626	RNF5	6048	251774
rs9501626	MIR6833	102465500	252691
rs9501626	AGPAT1	10554	254471
rs9501626	MIR6721	102466190	262451
rs9501626	EGFL8	80864	264286
rs9501626	PPT2	9374	268887
rs9501626	PRRT1	80863	278194
rs9501626	PRRT1	100507547	278194
rs9501626	AL662789.1	102725019	285438
rs9501626	FKBPL	63943	302276
rs9501626	ATF6B	1388	304314
rs9501626	HLA-DQA2	3117	308775
rs9501626	HLA-DQA2	3118	308775
rs9501626	TNXB	7148	317233
rs9501626	MIR3135B	100616218	317345
rs9501626	HLA-DQB2	3120	323531
rs9501626	HLA-DOB	3112	380196
rs9501626	TAP2	6891	389266
rs9501626	CYP21A2	1589	390897
rs9501626	C4B-AS1	102060414	396309
rs9501626	C4B	721	397149
rs9501626	PSMB8	5696	408150
rs9501626	PSMB8-AS1	100507463	411519
rs9501626	PSMB9	5698	411569
rs9501626	TAP1	6890	412642
rs9501626	C4A	720	429886
rs9501626	C4A	110384692	429886
rs9501626	STK19	8859	449746
rs9501626	DXO	1797	460275
rs9501626	SKIV2L	6499	462812
rs9501626	NELFE	7936	473457
rs9501626	MIR1236	100302242	475627
rs9501626	CFB	629	480483
rs9501626	C2	717	486895
rs9501626	C2-AS1	102060414	490843
rs9501626	HLA-DMB	3109	502062
rs9501626	HLA-DMA	3108	516046
rs9501626	ZBTB12	221527	530575
rs9501626	EHMT2	10919	534880
rs9501626	BRD2	6046	536093
rs9501626	SLC44A4	80736	553521
rs9501626	NEU1	4758	569661
rs9501626	HLA-DOA	3111	571611
rs9501626	C6orf48	50854	592801
rs9501626	SNORD52	26797	595425
rs9501626	SNORD48	26801	597241
rs9501626	HSPA1B	3304	602312
rs9501626	HSPA1A	3303	614621
rs9501626	HSPA1L	3305	617502
rs9501626	LSM2	57819	625583
rs9501626	HLA-DPA1	3113	632002
rs9501626	VARS	7407	636614
rs9501626	HLA-DPB1	3115	643359
rs9501626	VWA7	80737	655273
rs9501626	SAPCD1	401251	667716
rs9501626	MSH5	4439	669733
rs9501626	HLA-DPB2	3116	679884
rs9501626	CLIC1	1192	692804
rs9501626	DDAH2	23564	701950
rs9501626	MPIG6B	80739	705853
rs9501626	LY6G6C	80740	710722
rs9501626	LY6G6F-LY6G6D	110599563	714649
rs9501626	LY6G6D	58530	714763
rs9501626	LY6G6D	110599563	714763
rs9501626	LY6G6F	259215	721972
rs9501626	ABHD16A	7920	729123
rs9501626	COL11A2	1302	730114
rs9501626	MIR4646	100616230	731476
rs9501626	LY6G5C	80741	748527
rs9501626	LY6G5B	58496	758791
rs9501626	RXRB	6257	761021
rs9501626	CSNK2B	1460	762224
rs9501626	GPANK1	7918	766284
rs9501626	SLC39A7	7922	767878
rs9501626	C6orf47	57827	771795
rs9501626	HSD17B8	7923	772075
rs9501626	APOM	55937	774357
rs9501626	MIR219A1	407002	775268
rs9501626	RING1	6015	775928
rs9501626	BAG6	7917	779862
rs9501626	PRRC2A	7916	794796
rs9501626	MIR6832	102466745	798709
rs9501626	SNORA38	677820	809357
rs9501626	AIF1	199	815546
rs9501626	HCG25	414765	816967
rs9501626	VPS52	6293	817705
rs9501626	RPS18	6222	839443
rs9501626	NCR3	259197	839582
rs9501626	LST1	7940	843658
rs9501626	B3GALT4	8705	844565
rs9501626	WDR46	9277	846541
rs9501626	LTB	4050	850045
rs9501626	TNF	7124	854231
rs9501626	MIR6873	102466754	854660
rs9501626	PFDN6	10471	856735
rs9501626	MIR6834	102465501	857678
rs9501626	LTA	4049	858243
rs9501626	RGL2	5863	859087
rs9501626	TAPBP	6892	867127
rs9501626	NFKBIL1	4795	873738
rs9501626	ZBTB22	9278	881839
rs9501626	ATP6V1G2	534	884140
rs9501626	DAXX	1616	885991
rs9501626	DDX39B-AS1	106478957	889429
rs9501626	DDX39B	7919	890119
rs9501626	SNORD84	692199	891389
rs9501626	SNORD117	692233	896118
rs9501626	MCCD1	401250	902335
rs9501626	MICB	4277	921443
rs9501626	HCP5	10866	955061
rs9501626	KIFC1	3833	958969
rs9501626	PHF1	5252	977832
rs9501626	CUTA	51596	983875
rs9501626	LINC01149	101929111	985594
rs9501626	SYNGAP1	8831	987094
rs16988799	KLK8	11202	2682
rs16988799	KLK9	284366	3082
rs16988799	KLK10	5655	12710
rs16988799	KLK7	5650	15930
rs16988799	KLK11	11012	22187
rs16988799	KLK12	43849	29063
rs16988799	KLK6	5653	30356
rs16988799	KLK5	25818	46936
rs16988799	KLK13	26085	56177
rs16988799	KLK14	43847	77466
rs16988799	KLK4	9622	89291
rs16988799	CTU1	90353	97577
rs16988799	KLKP1	606293	103631
rs16988799	KLK2	3817	119462
rs16988799	SIGLEC9	27180	124879
rs16988799	KLK3	354	139265
rs16988799	SIGLEC7	27036	142270
rs16988799	AC063977.6	101928517	152894
rs16988799	KLK15	55554	162816
rs16988799	SIGLEC17P	284367	167299
rs16988799	KLK1	3816	176242
rs16988799	LINC01869	284365	181149
rs16988799	C19orf48	84798	195100
rs16988799	SNORD88A	692202	200497
rs16988799	ACP4	93650	204805
