snp	pqtl_gene	neg_logp	gwas_collection	gwas_source
rs34813609	PCDHB4	17.284	additional GWAS	Biorxiv-Butterworth-2017
rs35457250	GREM2	17.284	additional GWAS	Biorxiv-Butterworth-2017
rs148235292	LILRA5	17.229	additional GWAS	Biorxiv-Butterworth-2017
rs13159135	ARSB	17.229	additional GWAS	Biorxiv-Butterworth-2017
rs56401446	PSMD5	17.208	additional GWAS	Biorxiv-Butterworth-2017
rs2731673	NRXN1	17.208	additional GWAS	Biorxiv-Butterworth-2017
rs12972028	MAPKAPK3	17.201	additional GWAS	Biorxiv-Butterworth-2017
rs704	GRB7	17.18	additional GWAS	Biorxiv-Butterworth-2017
rs62143196	PPIL1	17.167	additional GWAS	Biorxiv-Butterworth-2017
rs61808983	EHBP1	17.149	additional GWAS	Biorxiv-Butterworth-2017
rs17288108	NTN4	17.143	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	TLN2	17.131	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	MCEMP1	17.131	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	SPOCK1	17.119	additional GWAS	Biorxiv-Butterworth-2017
rs10424405	DBNL	17.092	additional GWAS	Biorxiv-Butterworth-2017
rs11160165	CHIC2	17.032	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	ARHGEF1	17.022	additional GWAS	Biorxiv-Butterworth-2017
rs8105422	TMEM2	17	additional GWAS	Biorxiv-Butterworth-2017
rs6993770	ANGPT1	16.959	additional GWAS	Biorxiv-Butterworth-2017
rs4795433	ELL	16.959	additional GWAS	Biorxiv-Butterworth-2017
rs11581607	IL23R	16.921	additional GWAS	Biorxiv-Butterworth-2017
rs11624464	PILRA	16.921	additional GWAS	Biorxiv-Butterworth-2017
rs13402475	MAGEA3	16.886	additional GWAS	Biorxiv-Butterworth-2017
rs145662369	SVEP1	16.886	additional GWAS	Biorxiv-Butterworth-2017
rs4920605	MFAP2	16.886	additional GWAS	Biorxiv-Butterworth-2017
rs17796777	FLRT2	16.824	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	BTK	16.77	additional GWAS	Biorxiv-Butterworth-2017
rs704	RHPN2	16.77	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	KAT6A	16.77	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	ZAP70	16.745	additional GWAS	Biorxiv-Butterworth-2017
rs704	CDC25B	16.745	additional GWAS	Biorxiv-Butterworth-2017
rs12368181	PTPN4	16.721	additional GWAS	Biorxiv-Butterworth-2017
rs2016575	SEMA3G	16.721	additional GWAS	Biorxiv-Butterworth-2017
rs141232332	LILRB1	16.678	additional GWAS	Biorxiv-Butterworth-2017
rs1410996	CFP	16.678	additional GWAS	Biorxiv-Butterworth-2017
rs3775298	CHGA	16.658	additional GWAS	Biorxiv-Butterworth-2017
rs34813609	SLAMF7	16.658	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	ITM2A	16.585	additional GWAS	Biorxiv-Butterworth-2017
rs62143194	BGLAP	16.569	additional GWAS	Biorxiv-Butterworth-2017
rs13402561	FKBP14	16.569	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	EIF3J	16.538	additional GWAS	Biorxiv-Butterworth-2017
rs141738059	BCL10	16.538	additional GWAS	Biorxiv-Butterworth-2017
rs17254387	RNASE1	16.523	additional GWAS	Biorxiv-Butterworth-2017
rs10424405	STMN4	16.509	additional GWAS	Biorxiv-Butterworth-2017
rs71631868	XRCC4	16.495	additional GWAS	Biorxiv-Butterworth-2017
rs141738059	SUMF1	16.481	additional GWAS	Biorxiv-Butterworth-2017
rs3917549	PRKG1	16.469	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	LCN10	16.444	additional GWAS	Biorxiv-Butterworth-2017
rs4241818	BMP7	16.432	additional GWAS	Biorxiv-Butterworth-2017
rs28749114	TAPBPL	16.42	additional GWAS	Biorxiv-Butterworth-2017
rs112760834	ASPH	16.387	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	FOLH1	16.367	additional GWAS	Biorxiv-Butterworth-2017
rs28664709	SPTAN1	16.357	additional GWAS	Biorxiv-Butterworth-2017
rs11064321	PIANP	16.301	additional GWAS	Biorxiv-Butterworth-2017
rs966751	SLC22A16	16.292	additional GWAS	Biorxiv-Butterworth-2017
rs8102493	PGLYRP1	16.292	additional GWAS	Biorxiv-Butterworth-2017
rs434206	COL6A1	16.284	additional GWAS	Biorxiv-Butterworth-2017
rs1065853	EMC4	16.268	additional GWAS	Biorxiv-Butterworth-2017
rs71640034	NGFR	16.167	additional GWAS	Biorxiv-Butterworth-2017
rs5167	TMEM59L	16.149	additional GWAS	Biorxiv-Butterworth-2017
rs12092641	VTN	16.131	additional GWAS	Biorxiv-Butterworth-2017
rs3820897	SF1	16.102	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	RGS18	16.071	additional GWAS	Biorxiv-Butterworth-2017
rs371314787	FASLG	16.032	additional GWAS	Biorxiv-Butterworth-2017
rs9801017	PCOLCE	16	additional GWAS	Biorxiv-Butterworth-2017
rs200256983	PPY	16	additional GWAS	Biorxiv-Butterworth-2017
rs1147707	FSTL1	15.959	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	PRKCI	15.959	additional GWAS	Biorxiv-Butterworth-2017
rs7113211	NCAM1	15.959	additional GWAS	Biorxiv-Butterworth-2017
rs111844913	PCDHB2	15.921	additional GWAS	Biorxiv-Butterworth-2017
rs10424405	RFXAP	15.921	additional GWAS	Biorxiv-Butterworth-2017
rs2245801	SNCA	15.921	additional GWAS	Biorxiv-Butterworth-2017
rs200253706	ARSK	15.886	additional GWAS	Biorxiv-Butterworth-2017
rs4241819	ANP32B	15.886	additional GWAS	Biorxiv-Butterworth-2017
rs4795433	LIF	15.854	additional GWAS	Biorxiv-Butterworth-2017
rs34983651	PTK6	15.854	additional GWAS	Biorxiv-Butterworth-2017
rs2007272	PIGR	15.854	additional GWAS	Biorxiv-Butterworth-2017
rs678	SUN3	15.824	additional GWAS	Biorxiv-Butterworth-2017
rs10860794	PRCP	15.824	additional GWAS	Biorxiv-Butterworth-2017
rs10424405	KRTDAP	15.824	additional GWAS	Biorxiv-Butterworth-2017
rs1863622	GRP	15.796	additional GWAS	Biorxiv-Butterworth-2017
rs202135714	HINT1	15.796	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	TXLNA	15.77	additional GWAS	Biorxiv-Butterworth-2017
rs4259951	GABBR2	15.77	additional GWAS	Biorxiv-Butterworth-2017
rs10500671	FNDC5	15.77	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	PIK3CG	15.745	additional GWAS	Biorxiv-Butterworth-2017
rs855791	TFRC	15.721	additional GWAS	Biorxiv-Butterworth-2017
rs679574	FUT3	15.678	additional GWAS	Biorxiv-Butterworth-2017
rs2498589	ICOS	15.678	additional GWAS	Biorxiv-Butterworth-2017
rs2019065	GJA1	15.678	additional GWAS	Biorxiv-Butterworth-2017
rs11188501	ENTPD1	15.658	additional GWAS	Biorxiv-Butterworth-2017
rs34813609	KLK14	15.638	additional GWAS	Biorxiv-Butterworth-2017
rs11697677	MATN4	15.602	additional GWAS	Biorxiv-Butterworth-2017
rs4316475	CNTN5	15.602	additional GWAS	Biorxiv-Butterworth-2017
rs3752102	RGMA	15.602	additional GWAS	Biorxiv-Butterworth-2017
rs142201367	ADM	15.602	additional GWAS	Biorxiv-Butterworth-2017
rs9830049	ALCAM	15.553	additional GWAS	Biorxiv-Butterworth-2017
rs8125909	APMAP	15.553	additional GWAS	Biorxiv-Butterworth-2017
rs704	LYZL2	15.523	additional GWAS	Biorxiv-Butterworth-2017
rs150622725	COLEC12	15.509	additional GWAS	Biorxiv-Butterworth-2017
rs1015456	CHL1	15.495	additional GWAS	Biorxiv-Butterworth-2017
rs1926447	C8orf33	15.481	additional GWAS	Biorxiv-Butterworth-2017
rs34436714	IL7R	15.481	additional GWAS	Biorxiv-Butterworth-2017
rs28767468	AGER	15.432	additional GWAS	Biorxiv-Butterworth-2017
rs75203710	POGLUT1	15.42	additional GWAS	Biorxiv-Butterworth-2017
rs116763083	CCL19	15.42	additional GWAS	Biorxiv-Butterworth-2017
rs8176743	PEAR1	15.42	additional GWAS	Biorxiv-Butterworth-2017
rs16989724	GZMM	15.409	additional GWAS	Biorxiv-Butterworth-2017
rs4253282	GPNMB	15.398	additional GWAS	Biorxiv-Butterworth-2017
rs79874727	CD300C	15.387	additional GWAS	Biorxiv-Butterworth-2017
rs34336071	KDR	15.367	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	TPM2	15.357	additional GWAS	Biorxiv-Butterworth-2017
rs7971133	SULF2	15.337	additional GWAS	Biorxiv-Butterworth-2017
rs704	ISM1	15.328	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	C10orf35	15.328	additional GWAS	Biorxiv-Butterworth-2017
rs4632248	CD207	15.328	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	EPHA5	15.31	additional GWAS	Biorxiv-Butterworth-2017
rs1065853	LRP1B	15.292	additional GWAS	Biorxiv-Butterworth-2017
rs3093692	CDH12	15.292	additional GWAS	Biorxiv-Butterworth-2017
rs4759076	CCL28	15.268	additional GWAS	Biorxiv-Butterworth-2017
rs7173566	MTHFS	15.222	additional GWAS	Biorxiv-Butterworth-2017
rs12038333	DHX38	15.222	additional GWAS	Biorxiv-Butterworth-2017
rs704	MSLN	15.201	additional GWAS	Biorxiv-Butterworth-2017
rs7412	ADAM11	15.187	additional GWAS	Biorxiv-Butterworth-2017
rs12128261	LY9	15.187	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	QDPR	15.167	additional GWAS	Biorxiv-Butterworth-2017
rs967645	ABL2	15.167	additional GWAS	Biorxiv-Butterworth-2017
rs62143198	KIN	15.149	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	STAB2	15.119	additional GWAS	Biorxiv-Butterworth-2017
rs704	RCAN1	15.108	additional GWAS	Biorxiv-Butterworth-2017
rs7019538	PTGDS	15.108	additional GWAS	Biorxiv-Butterworth-2017
rs11849582	DVL2	15.092	additional GWAS	Biorxiv-Butterworth-2017
rs704	GORAB	15.071	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	PTPN1	15.051	additional GWAS	Biorxiv-Butterworth-2017
rs11559024	CKM	15.041	additional GWAS	Biorxiv-Butterworth-2017
rs679574	ALPI	15.009	additional GWAS	Biorxiv-Butterworth-2017
rs10424405	FAM150B	15.009	additional GWAS	Biorxiv-Butterworth-2017
rs2631738	CPZ	15	additional GWAS	Biorxiv-Butterworth-2017
rs34761731	FGF8	14.959	additional GWAS	Biorxiv-Butterworth-2017
rs2278428	NCR1	14.959	additional GWAS	Biorxiv-Butterworth-2017
rs35143187	PSG9	14.959	additional GWAS	Biorxiv-Butterworth-2017
rs10424405	NCL	14.959	additional GWAS	Biorxiv-Butterworth-2017
rs8111	ATF6	14.959	additional GWAS	Biorxiv-Butterworth-2017
rs34813609	FRZB	14.921	additional GWAS	Biorxiv-Butterworth-2017
rs12722013	CCL21	14.886	additional GWAS	Biorxiv-Butterworth-2017
rs28461437	NCAM2	14.886	additional GWAS	Biorxiv-Butterworth-2017
rs193280350	REN	14.886	additional GWAS	Biorxiv-Butterworth-2017
rs78501968	TEX29	14.886	additional GWAS	Biorxiv-Butterworth-2017
rs28396798	MGAT2	14.886	additional GWAS	Biorxiv-Butterworth-2017
rs2731673	DPEP2	14.886	additional GWAS	Biorxiv-Butterworth-2017
rs1126605	SCIN	14.854	additional GWAS	Biorxiv-Butterworth-2017
rs79795228	REG4	14.854	additional GWAS	Biorxiv-Butterworth-2017
rs144830084	CXCL16	14.854	additional GWAS	Biorxiv-Butterworth-2017
rs2257167	IFNAR1	14.854	additional GWAS	Biorxiv-Butterworth-2017
rs708100	SLC6A14	14.824	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	ST6GALNAC2	14.824	additional GWAS	Biorxiv-Butterworth-2017
rs5167	FKBP6	14.824	additional GWAS	Biorxiv-Butterworth-2017
rs9526137	RPRD1A	14.796	additional GWAS	Biorxiv-Butterworth-2017
rs2073867	ZP4	14.77	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	RGS8	14.745	additional GWAS	Biorxiv-Butterworth-2017
rs77542162	EPYC	14.745	additional GWAS	Biorxiv-Butterworth-2017
rs1157745	CA5A	14.721	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	COX4I2	14.721	additional GWAS	Biorxiv-Butterworth-2017
rs8050745	TPPP2	14.721	additional GWAS	Biorxiv-Butterworth-2017
rs704	ERLIN1	14.699	additional GWAS	Biorxiv-Butterworth-2017
rs2731674	ASCC1	14.658	additional GWAS	Biorxiv-Butterworth-2017
rs6993770	PDGFA	14.638	additional GWAS	Biorxiv-Butterworth-2017
rs438811	RFNG	14.638	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	IL34	14.638	additional GWAS	Biorxiv-Butterworth-2017
rs113358888	NCOA2	14.602	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	RAD23B	14.602	additional GWAS	Biorxiv-Butterworth-2017
rs704	OPALIN	14.585	additional GWAS	Biorxiv-Butterworth-2017
rs373214284	CAPN2	14.585	additional GWAS	Biorxiv-Butterworth-2017
rs2269615	CACNA2D3	14.553	additional GWAS	Biorxiv-Butterworth-2017
rs34813609	IGFL3	14.553	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	CA4	14.538	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	DSG1	14.538	additional GWAS	Biorxiv-Butterworth-2017
rs1803274	APOM	14.538	additional GWAS	Biorxiv-Butterworth-2017
rs369160772	APOF	14.523	additional GWAS	Biorxiv-Butterworth-2017
rs5746017	TNFRSF1B	14.523	additional GWAS	Biorxiv-Butterworth-2017
rs3825068	CST6	14.495	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	RPS3	14.481	additional GWAS	Biorxiv-Butterworth-2017
rs62037084	CX3CL1	14.469	additional GWAS	Biorxiv-Butterworth-2017
rs138942288	SFRP1	14.456	additional GWAS	Biorxiv-Butterworth-2017
rs1801020	CDH15	14.456	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	ACBD7	14.409	additional GWAS	Biorxiv-Butterworth-2017
chr4:187154272	FIGF	14.367	additional GWAS	Biorxiv-Butterworth-2017
rs2229542	AKR1B1	14.328	additional GWAS	Biorxiv-Butterworth-2017
rs4241818	IL13RA1	14.292	additional GWAS	Biorxiv-Butterworth-2017
rs9891968	SIRT2	14.268	additional GWAS	Biorxiv-Butterworth-2017
rs4241818	XG	14.268	additional GWAS	Biorxiv-Butterworth-2017
rs814573	APOE	14.268	additional GWAS	Biorxiv-Butterworth-2017
rs2148299	TOR1AIP1	14.26	additional GWAS	Biorxiv-Butterworth-2017
rs35106244	CCL25	14.26	additional GWAS	Biorxiv-Butterworth-2017
rs34813609	C2orf40	14.237	additional GWAS	Biorxiv-Butterworth-2017
rs570618	ERVV,1	14.229	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	BCL2L1	14.18	additional GWAS	Biorxiv-Butterworth-2017
rs7213215	DKK4	14.18	additional GWAS	Biorxiv-Butterworth-2017
rs3917549	NEURL1	14.167	additional GWAS	Biorxiv-Butterworth-2017
rs6993770	SIRT5	14.167	additional GWAS	Biorxiv-Butterworth-2017
rs629301	NEO1	14.149	additional GWAS	Biorxiv-Butterworth-2017
rs4241819	IL2	14.149	additional GWAS	Biorxiv-Butterworth-2017
rs60697456	AGRP	14.143	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	SEMA3B	14.108	additional GWAS	Biorxiv-Butterworth-2017
rs6993770	CCL17	14.108	additional GWAS	Biorxiv-Butterworth-2017
rs704	HS6ST1	14.102	additional GWAS	Biorxiv-Butterworth-2017
rs9815073	IL12B,IL23A	14.06	additional GWAS	Biorxiv-Butterworth-2017
rs7964859	GGH	14.051	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	VPS4A	14.051	additional GWAS	Biorxiv-Butterworth-2017
rs704	SERPINA12	14.041	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	PNP	14.041	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	AZGP1	14.041	additional GWAS	Biorxiv-Butterworth-2017
rs28929474	ARFIP2	14.022	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	ENTPD1	14.009	additional GWAS	Biorxiv-Butterworth-2017
rs5167	DEAF1	14	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	SLC14A2	14	additional GWAS	Biorxiv-Butterworth-2017
chr12:89825226	CD300A	13.959	additional GWAS	Biorxiv-Butterworth-2017
rs3917549	ACBD7	13.959	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	ADAMTS4	13.959	additional GWAS	Biorxiv-Butterworth-2017
rs16837641	NRP2	13.959	additional GWAS	Biorxiv-Butterworth-2017
rs1973612	CSMD1	13.959	additional GWAS	Biorxiv-Butterworth-2017
rs2230641	CCNH	13.921	additional GWAS	Biorxiv-Butterworth-2017
rs62143194	WSCD2	13.921	additional GWAS	Biorxiv-Butterworth-2017
rs429358	STIM1	13.921	additional GWAS	Biorxiv-Butterworth-2017
rs199696982	NRAC	13.921	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	GCNT4	13.921	additional GWAS	Biorxiv-Butterworth-2017
rs7614709	SULF2	13.921	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	PTK2B	13.886	additional GWAS	Biorxiv-Butterworth-2017
rs62143194	NGFR	13.886	additional GWAS	Biorxiv-Butterworth-2017
rs140142103	LRRC74A	13.886	additional GWAS	Biorxiv-Butterworth-2017
rs959025	DLL1	13.886	additional GWAS	Biorxiv-Butterworth-2017
rs62143194	IMPDH1	13.886	additional GWAS	Biorxiv-Butterworth-2017
rs12740374	HFE2	13.854	additional GWAS	Biorxiv-Butterworth-2017
rs55993634	PNLIPRP1	13.854	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	PSME1	13.824	additional GWAS	Biorxiv-Butterworth-2017
chr5:54327845	GZMK	13.824	additional GWAS	Biorxiv-Butterworth-2017
rs12434433	DYNAP	13.824	additional GWAS	Biorxiv-Butterworth-2017
rs6761276	IL1RN	13.824	additional GWAS	Biorxiv-Butterworth-2017
rs214099	CCL25	13.77	additional GWAS	Biorxiv-Butterworth-2017
rs140142103	COX4I2	13.77	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	ZNF276	13.77	additional GWAS	Biorxiv-Butterworth-2017
rs10424405	LGALS2	13.77	additional GWAS	Biorxiv-Butterworth-2017
rs35814191	UBTD2	13.77	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	AP4M1	13.77	additional GWAS	Biorxiv-Butterworth-2017
rs10762477	C10orf54	13.77	additional GWAS	Biorxiv-Butterworth-2017
rs57942103	AGER	13.745	additional GWAS	Biorxiv-Butterworth-2017
rs7412	FAM20A	13.745	additional GWAS	Biorxiv-Butterworth-2017
rs4934470	C1QC	13.721	additional GWAS	Biorxiv-Butterworth-2017
rs3184504	VCAM1	13.721	additional GWAS	Biorxiv-Butterworth-2017
rs6993770	CPXM1	13.721	additional GWAS	Biorxiv-Butterworth-2017
rs884205	TNFRSF11A	13.699	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	FAM107A	13.699	additional GWAS	Biorxiv-Butterworth-2017
rs12301299	DEFB119	13.699	additional GWAS	Biorxiv-Butterworth-2017
rs3733724	SEMA6A	13.678	additional GWAS	Biorxiv-Butterworth-2017
rs6993770	UGT2A1	13.678	additional GWAS	Biorxiv-Butterworth-2017
rs967645	SFRP2	13.678	additional GWAS	Biorxiv-Butterworth-2017
rs704	HSPA6	13.658	additional GWAS	Biorxiv-Butterworth-2017
rs34983651	CDY1	13.658	additional GWAS	Biorxiv-Butterworth-2017
rs34813609	MCEMP1	13.638	additional GWAS	Biorxiv-Butterworth-2017
rs73174306	PPY	13.62	additional GWAS	Biorxiv-Butterworth-2017
rs704	CHI3L2	13.602	additional GWAS	Biorxiv-Butterworth-2017
rs60843925	TMEM132C	13.602	additional GWAS	Biorxiv-Butterworth-2017
rs2745924	CAT	13.569	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	PMVK	13.523	additional GWAS	Biorxiv-Butterworth-2017
rs112206797	SPACA7	13.509	additional GWAS	Biorxiv-Butterworth-2017
rs2731674	NGFR	13.495	additional GWAS	Biorxiv-Butterworth-2017
rs704	SPOCK3	13.495	additional GWAS	Biorxiv-Butterworth-2017
rs2959011	ISLR2	13.495	additional GWAS	Biorxiv-Butterworth-2017
rs1065853	IL22RA1	13.495	additional GWAS	Biorxiv-Butterworth-2017
rs7250982	LPO	13.481	additional GWAS	Biorxiv-Butterworth-2017
rs7022	MPZ	13.481	additional GWAS	Biorxiv-Butterworth-2017
rs9287090	NPTX2	13.469	additional GWAS	Biorxiv-Butterworth-2017
rs144579705	BCAM	13.456	additional GWAS	Biorxiv-Butterworth-2017
rs67908756	CANX	13.409	additional GWAS	Biorxiv-Butterworth-2017
rs3761376	TFF1	13.409	additional GWAS	Biorxiv-Butterworth-2017
rs13402560	NRXN3	13.387	additional GWAS	Biorxiv-Butterworth-2017
rs355772	PDCD1LG2	13.377	additional GWAS	Biorxiv-Butterworth-2017
rs75077631	LAMA4	13.347	additional GWAS	Biorxiv-Butterworth-2017
rs11172791	LRIG3	13.319	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	LTBR	13.319	additional GWAS	Biorxiv-Butterworth-2017
rs1511802	IBSP	13.301	additional GWAS	Biorxiv-Butterworth-2017
rs145548733	RCAN1	13.292	additional GWAS	Biorxiv-Butterworth-2017
rs10864728	NRP1	13.268	additional GWAS	Biorxiv-Butterworth-2017
rs34813609	C1QTNF9	13.26	additional GWAS	Biorxiv-Butterworth-2017
rs10887868	FAM213A	13.26	additional GWAS	Biorxiv-Butterworth-2017
rs4055121	ISLR2	13.26	additional GWAS	Biorxiv-Butterworth-2017
rs12478119	MLN	13.252	additional GWAS	Biorxiv-Butterworth-2017
rs12038333	GCK	13.237	additional GWAS	Biorxiv-Butterworth-2017
rs28577986	CLEC4E	13.237	additional GWAS	Biorxiv-Butterworth-2017
rs117804109	GRID2	13.237	additional GWAS	Biorxiv-Butterworth-2017
rs72840032	JAK2	13.237	additional GWAS	Biorxiv-Butterworth-2017
rs612563	AP4M1	13.229	additional GWAS	Biorxiv-Butterworth-2017
rs876036	LILRA4	13.222	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	KLK14	13.208	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	CBX5	13.201	additional GWAS	Biorxiv-Butterworth-2017
rs3917549	RNF8	13.187	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	IGFL3	13.187	additional GWAS	Biorxiv-Butterworth-2017
rs34436714	TPST2	13.167	additional GWAS	Biorxiv-Butterworth-2017
rs2072696	CA3	13.167	additional GWAS	Biorxiv-Butterworth-2017
rs4241818	NRSN1	13.161	additional GWAS	Biorxiv-Butterworth-2017
rs143361672	PAM	13.149	additional GWAS	Biorxiv-Butterworth-2017
rs34813609	PTPN1	13.143	additional GWAS	Biorxiv-Butterworth-2017
rs10794029	UROS	13.119	additional GWAS	Biorxiv-Butterworth-2017
rs3917545	ERMAP	13.108	additional GWAS	Biorxiv-Butterworth-2017
rs112226238	LYG1	13.081	additional GWAS	Biorxiv-Butterworth-2017
rs62143198	GNAI3	13.071	additional GWAS	Biorxiv-Butterworth-2017
rs28929474	GPC6	13.06	additional GWAS	Biorxiv-Butterworth-2017
rs34813609	RGS8	13.06	additional GWAS	Biorxiv-Butterworth-2017
rs61400090	SMAP1	13.06	additional GWAS	Biorxiv-Butterworth-2017
rs11447348	EHMT2	13.06	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	CD97	13.051	additional GWAS	Biorxiv-Butterworth-2017
rs62143198	CETN2	13.041	additional GWAS	Biorxiv-Butterworth-2017
rs12331051	ARHGAP30	13.022	additional GWAS	Biorxiv-Butterworth-2017
rs71640034	KRTAP2,4	13.009	additional GWAS	Biorxiv-Butterworth-2017
rs6065904	ATP2A3	13	additional GWAS	Biorxiv-Butterworth-2017
rs10972159	CNTFR	13	additional GWAS	Biorxiv-Butterworth-2017
rs4252129	DHX8	13	additional GWAS	Biorxiv-Butterworth-2017
rs10424405	KCNAB2	13	additional GWAS	Biorxiv-Butterworth-2017
rs34813609	VTN	13	additional GWAS	Biorxiv-Butterworth-2017
rs6993770	PPBP	12.959	additional GWAS	Biorxiv-Butterworth-2017
rs34983651	RDH16	12.959	additional GWAS	Biorxiv-Butterworth-2017
rs33944729	STK16	12.959	additional GWAS	Biorxiv-Butterworth-2017
rs62143196	XCL1	12.921	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	PCDHB4	12.921	additional GWAS	Biorxiv-Butterworth-2017
rs11064498	SERPINA9	12.921	additional GWAS	Biorxiv-Butterworth-2017
rs74227709	SELP	12.921	additional GWAS	Biorxiv-Butterworth-2017
rs140142103	RGS19	12.886	additional GWAS	Biorxiv-Butterworth-2017
rs138610068	ADM	12.886	additional GWAS	Biorxiv-Butterworth-2017
rs80167373	AP4M1	12.886	additional GWAS	Biorxiv-Butterworth-2017
rs635634	ENG	12.886	additional GWAS	Biorxiv-Butterworth-2017
rs4253311	MENT	12.854	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	POLR1C	12.854	additional GWAS	Biorxiv-Butterworth-2017
rs6993770	SERPINE1	12.854	additional GWAS	Biorxiv-Butterworth-2017
rs113216780	LGALS9	12.824	additional GWAS	Biorxiv-Butterworth-2017
rs11111026	LILRB4	12.824	additional GWAS	Biorxiv-Butterworth-2017
rs62143196	IL12RB1	12.824	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	C8A,C8B,C8G	12.824	additional GWAS	Biorxiv-Butterworth-2017
rs7080386	HBEGF	12.796	additional GWAS	Biorxiv-Butterworth-2017
rs111577916	TIRAP	12.796	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	PAK4	12.77	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	CBR1	12.77	additional GWAS	Biorxiv-Butterworth-2017
rs601338	FGF19	12.77	additional GWAS	Biorxiv-Butterworth-2017
rs33944729	CLEC4M	12.745	additional GWAS	Biorxiv-Butterworth-2017
rs1789063	DSC2	12.745	additional GWAS	Biorxiv-Butterworth-2017
rs4632248	FGF16	12.745	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	GPD1L	12.721	additional GWAS	Biorxiv-Butterworth-2017
rs704	CTXN3	12.721	additional GWAS	Biorxiv-Butterworth-2017
rs908830	SEMG1	12.721	additional GWAS	Biorxiv-Butterworth-2017
rs3197999	CRYBB2	12.699	additional GWAS	Biorxiv-Butterworth-2017
rs2731674	PTHLH	12.678	additional GWAS	Biorxiv-Butterworth-2017
rs1801689	ERO1LB	12.658	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	TEX29	12.658	additional GWAS	Biorxiv-Butterworth-2017
rs919791	PGK1	12.658	additional GWAS	Biorxiv-Butterworth-2017
rs704	HAAO	12.638	additional GWAS	Biorxiv-Butterworth-2017
rs241775	GSTA4	12.638	additional GWAS	Biorxiv-Butterworth-2017
rs967645	PKLR	12.62	additional GWAS	Biorxiv-Butterworth-2017
rs62143206	TGFB3	12.62	additional GWAS	Biorxiv-Butterworth-2017
rs34813609	PIK3C2A	12.62	additional GWAS	Biorxiv-Butterworth-2017
rs4795433	MAD1L1	12.602	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	KLK12	12.602	additional GWAS	Biorxiv-Butterworth-2017
rs3814922	STIM1	12.585	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	PFDN5	12.585	additional GWAS	Biorxiv-Butterworth-2017
rs4511431	DYNLL1	12.585	additional GWAS	Biorxiv-Butterworth-2017
