snp	pqtl_gene	pqtl_entrez_id	neg_log10_p	gwas_source
rs1993373	SAA1	6288	127.15	10.1101/086793
rs3117600	CXCL1	2919	119.496	10.1101/086793
rs2844511	MICA	100507436	118.421	10.1101/086793
rs3776081	PDGFRB	5159	114.813	10.1101/086793
rs4525	CAMK1	8536	109.695	10.1101/086793
rs651007	SELE	6401	107.143	10.1101/086793
rs2058622	IL18R1	8809	107.044	10.1101/086793
rs9326248	PCSK7	9159	104.782	10.1101/086793
rs10824796	MBL2	4153	103.61	10.1101/086793
rs2830585	ADAMTS5	11096	103.409	10.1101/086793
rs13294	ECM1	1893	101.112	10.1101/086793
rs2228243	HRG	3273	100.658	10.1101/086793
rs4725617	EPHA1	2041	100.154	10.1101/086793
rs2097326	TIMP3	7078	99.57	10.1101/086793
rs11603020	SERPING1	710	97.271	10.1101/086793
rs16850073	CXCL6	6372	97.015	10.1101/086793
rs2425143	CPNE1	8904	94.788	10.1101/086793
rs3827278	IL17RA	23765	92.706	10.1101/086793
rs7250849	SIGLEC14	100049587	90.329	10.1101/086793
rs2691273	SIGLEC9	27180	88.94	10.1101/086793
rs8112211	SPINT2	10653	87.989	10.1101/086793
rs2228243	MAP2K4	6416	87.221	10.1101/086793
rs342706	GPC5	2262	82.905	10.1101/086793
rs3742264	CPB2	1361	82.552	10.1101/086793
rs9013	KYNU	8942	80.998	10.1101/086793
rs217181	HP	3240	80.978	10.1101/086793
rs103294	LILRB2	10288	79.446	10.1101/086793
rs12151621	GNLY	10578	77.514	10.1101/086793
rs12712135	IL1RL1	9173	75.352	10.1101/086793
rs778986	FUT3	2525	72.057	10.1101/086793
rs10935480	FLT4	2324	72.034	10.1101/086793
rs3138036	CCL7	6354	68.74	10.1101/086793
rs5167	CSF3	1440	68.678	10.1101/086793
rs776905	F7	2155	68.667	10.1101/086793
rs376008	IL12RB1	3594	68.202	10.1101/086793
rs17094448	ENTPD5	957	67.271	10.1101/086793
rs10494745	HPX	3263	66.571	10.1101/086793
rs36032232	ANXA2	302	65.158	10.1101/086793
rs17284969	SEMA3E	9723	64.613	10.1101/086793
rs489286	SLAMF7	57823	61.931	10.1101/086793
rs35395347	TXNDC12	51060	61.525	10.1101/086793
rs7091871	CAMK1	8536	60.377	10.1101/086793
rs7959452	LYZ	4069	60.108	10.1101/086793
rs17220241	LRPAP1	4043	57.745	10.1101/086793
rs8176749	TIE1	7075	56.999	10.1101/086793
rs7522061	FCRL3	115352	56.27	10.1101/086793
rs692804	IL25	64806	55.962	10.1101/086793
rs8176749	CDH5	1003	54.924	10.1101/086793
rs4693167	SPARCL1	8404	52.591	10.1101/086793
rs6138458	CST7	8530	52.119	10.1101/086793
rs646776	GRN	2896	51.991	10.1101/086793
rs9468569	LRPAP1	4043	51.979	10.1101/086793
rs947409	ESD	2098	51.65	10.1101/086793
rs4986791	TLR4,LY96	23643,7099	49.754	10.1101/086793
rs8103941	KLK12	43849	49.277	10.1101/086793
rs1250258	FN1	2335	48.892	10.1101/086793
rs618835	KIR2DL4	3805	48.645	10.1101/086793
rs600324	IGF2R	3482	47.359	10.1101/086793
rs41341749	CCL14	6358	47.303	10.1101/086793
rs882732	SERPINA4	5267	47.114	10.1101/086793
rs2239908	SEMA3A	10371	47.024	10.1101/086793
rs4859571	NAAA	27163	45.972	10.1101/086793
rs2124910	SIGLEC6	946	45.561	10.1101/086793
rs10455097	CD109	135228	45.499	10.1101/086793
rs4688759	TXNDC12	51060	45.034	10.1101/086793
rs2228243	CD27	939	44.768	10.1101/086793
rs7588285	COLEC11	78989	43.784	10.1101/086793
rs651007	INSR	3643	43.411	10.1101/086793
rs9904601	CCL18	6362	43.079	10.1101/086793
rs6138152	CST5	1473	42.33	10.1101/086793
rs1463657	IL17RD	54756	41.867	10.1101/086793
rs1250258	FN1	2335	41.743	10.1101/086793
rs11715835	TXNDC12	51060	41.687	10.1101/086793
rs1203119	HGFAC	3083	40.649	10.1101/086793
rs3803884	WFIKKN2	124857	39.848	10.1101/086793
rs5030062	F11	2160	39.523	10.1101/086793
rs41271951	CTSS	1520	39.386	10.1101/086793
rs6695321	C1S	716	39.025	10.1101/086793
rs41341749	CCL23	6368	39.018	10.1101/086793
rs2518136	AHSG	197	38.778	10.1101/086793
rs4704846	HAVCR2	84868	38.745	10.1101/086793
rs4951168	CNTN2	6900	38.669	10.1101/086793
rs13063312	MST1	4485	38.387	10.1101/086793
rs308403	FGF2	2247	38.237	10.1101/086793
rs17114671	ANG	283	37.717	10.1101/086793
rs3094005	MICB	4277	37.379	10.1101/086793
rs867186	PROC	5624	37.264	10.1101/086793
rs8176749	TEK	7010	37.061	10.1101/086793
rs17368582	MMP12	4321	36.824	10.1101/086793
rs1190552	IMPDH1	3614	36.816	10.1101/086793
rs7588285	IL19	29949	36.561	10.1101/086793
rs6697763	CA6	765	36.529	10.1101/086793
rs6114248	CST1	1469	36.297	10.1101/086793
rs10737680	CFH	3075	35.89	10.1101/086793
rs2545801	SOD2	6648,100129518	35.336	10.1101/086793
rs11548618	CXCL10	3627	35.143	10.1101/086793
rs5030062	KLKB1	3818	34.745	10.1101/086793
rs12146727	C1R	715	34.47	10.1101/086793
rs2842126	ASAH2	56624	34.278	10.1101/086793
rs9283893	MMP8	4317	33.417	10.1101/086793
rs12134133	CD55	1604	32.805	10.1101/086793
rs556990	MAP2K2	5605	32.664	10.1101/086793
rs651007	FLT4	2324	32.639	10.1101/086793
rs1339847	DYNLRB1	83658	32.037	10.1101/086793
rs5498	ICAM5	7087	31.62	10.1101/086793
rs4984778	TPSB2	64499	31.152	10.1101/086793
rs1455434	MIA	8190	31.028	10.1101/086793
rs8071756	SCARF1	8578	30.583	10.1101/086793
rs6114248	CST2	1470	30.358	10.1101/086793
rs1654439	GP6	51206	30.203	10.1101/086793
rs484915	MMP1	4312	29.671	10.1101/086793
rs4151669	CFB	629	28.897	10.1101/086793
rs8396	PPID	5481	28.896	10.1101/086793
rs651007	CD36	948	28.893	10.1101/086793
rs6714900	NAGK	55577	28.424	10.1101/086793
rs3792900	TGFBI	7045	28.375	10.1101/086793
rs2280774	C4A,C4B	721,720,110384692	28.12	10.1101/086793
rs1511802	KLKB1	3818	28.04	10.1101/086793
rs12052479	PDK1	5163	27.61	10.1101/086793
rs10919544	FCGR3B	2215	27.452	10.1101/086793
rs2290610	IL5RA	3568	27.122	10.1101/086793
rs288326	FRZB	2487	27.063	10.1101/086793
rs3947	CTSB	1508	26.811	10.1101/086793
rs2361355	PLXNC1	10154	26.068	10.1101/086793
rs6136	SELP	6403	25.921	10.1101/086793
rs12099358	POMC	5443	25.798	10.1101/086793
rs16923189	PDCD1LG2	80380	25.793	10.1101/086793
rs1126478	ALPL	249	25.295	10.1101/086793
rs651007	ENG	2022	25.22	10.1101/086793
rs3740909	CDON	50937	25.116	10.1101/086793
rs387608	Human-virus		24.6	10.1101/086793
rs2284367	CAT	847	24.387	10.1101/086793
rs12938	SELL	6402	24.35	10.1101/086793
rs2289252	F11	2160	24.337	10.1101/086793
rs6033	F5	2153	24.261	10.1101/086793
rs6543140	IL18RAP	8807	23.994	10.1101/086793
rs2239908	CAMK1D	57118	23.521	10.1101/086793
rs2239908	IL5	3567	23.318	10.1101/086793
rs9787249	PPIE	10450	23.051	10.1101/086793
rs6916921	NCR3	259197	22.661	10.1101/086793
rs34231037	KDR	3791	22.291	10.1101/086793
rs35030851	TEK	7010	21.961	10.1101/086793
rs7529589	CFP	5199	21.624	10.1101/086793
rs2949833	IGFBP3	3486	21.588	10.1101/086793
rs260692	EDAR	10913	21.507	10.1101/086793
rs3132645	MICB	4277	21.407	10.1101/086793
rs11957503	IL7R	3575	20.716	10.1101/086793
rs289828	TNFAIP6	7130	20.684	10.1101/086793
rs10858881	CD300C	10871	20.29	10.1101/086793
rs3848570	CCL25	6370	20.116	10.1101/086793
rs3118663	ADAMTS13	11093	19.858	10.1101/086793
rs4494114	SPINT1	6692	19.732	10.1101/086793
rs1003645	CCL23	6368	19.64	10.1101/086793
rs6695321	CFHR5	81494	19.568	10.1101/086793
rs540254	LY9	4063	19.109	10.1101/086793
rs17741049	CA13	377677	19.102	10.1101/086793
rs3129682	MICB	4277	18.889	10.1101/086793
rs858267	GPNMB	10457	18.733	10.1101/086793
rs4683702	ECE1	1889	18.692	10.1101/086793
rs4443656	GFRA2	2675	18.666	10.1101/086793
rs651007	MET	4233	18.651	10.1101/086793
rs1794282	MICB	4277	18.578	10.1101/086793
rs2505535	RET	5979	18.553	10.1101/086793
rs1801689	SIRT2	22933	18.546	10.1101/086793
rs626457	NXPH1	30010	18.476	10.1101/086793
rs3763267	THBS2	7058	18.434	10.1101/086793
rs10832169	SPON1	10418	18.06	10.1101/086793
rs10895987	CAPN1,CAPNS1	823,826	17.997	10.1101/086793
rs10823500	PPA1	5464	17.817	10.1101/086793
rs1461672	CNTN5	53942	17.65	10.1101/086793
rs922182	DAPK2	23604	17.513	10.1101/086793
rs1042445	ESR1	2099	17.207	10.1101/086793
rs7184253	AGRP	181	17.177	10.1101/086793
rs2000999	SERPIND1	3053	17.172	10.1101/086793
rs429017	C7	730	17.044	10.1101/086793
rs9904601	CCL3	6348	16.923	10.1101/086793
rs7439493	CFI	3426	16.79	10.1101/086793
rs28385609	SMPDL3A	10924	16.769	10.1101/086793
rs8283	C4A,C4B	721,720,110384692	16.633	10.1101/086793
rs1005776	IMPDH2	3615	16.5	10.1101/086793
rs8178847	DKK4	27121	16.398	10.1101/086793
rs2412776	IGFBP7	3490	16.257	10.1101/086793
rs10858300	FCN1	NA	16.209	10.1101/086793
rs3134942	MICA	100507436	15.91	10.1101/086793
rs13157656	C7	730	15.898	10.1101/086793
rs753307	CGA,CGB	1081	15.557	10.1101/086793
rs9640161	RARRES2	5919	15.516	10.1101/086793
rs11209026	IL23R	149233	15.465	10.1101/086793
rs2749534	SERPINA1	5265	15.456	10.1101/086793
rs672413	ARSB	411	15.441	10.1101/086793
rs217181	FTH1,FTL	2495,2512	15.389	10.1101/086793
rs33932084	MICB	4277	15.38	10.1101/086793
rs35070799	LGALS3	3958	15.347	10.1101/086793
rs805273	C4A,C4B	721,720,110384692	15.294	10.1101/086793
rs7119167	RELT	84957	15.246	10.1101/086793
rs17266357	PPP3CA,PPP3R1	5530,5534	15.062	10.1101/086793
rs2659067	KLK7	5650	14.91	10.1101/086793
rs8049040	HP	3240	14.743	10.1101/086793
rs6575449	SERPINA3	12	14.721	10.1101/086793
rs12146727	C1QA,C1QB,,C1QC	714,712,713	14.691	10.1101/086793
rs9869826	MST1	4485	14.688	10.1101/086793
rs7730934	IL6ST	3572	14.591	10.1101/086793
rs3733159	ETHE1	23474	14.519	10.1101/086793
rs259842	MASP1	5648	14.45	10.1101/086793
rs9302690	CCL17	6361	14.38	10.1101/086793
rs17817077	CNDP1	84735	14.351	10.1101/086793
rs3213636	CCL4L1		14.217	10.1101/086793
rs651007	ICAM2	3384	14.127	10.1101/086793
rs783150	PLG	5340	14.06	10.1101/086793
rs6036478	CST3	1471	14.018	10.1101/086793
rs494189	DPT	1805	13.958	10.1101/086793
rs9651367	NID1	4811	13.931	10.1101/086793
rs1922291	IL1RL2	8808	13.88	10.1101/086793
rs3138036	CCL8	6355	13.877	10.1101/086793
rs6003	CFHR5	81494	13.814	10.1101/086793
rs17354650	PLA2G2A	5320	13.766	10.1101/086793
rs6032067	PI3	5266	13.557	10.1101/086793
rs4420638	SNRPF	6636	13.524	10.1101/086793
rs2236293	HFE2	148738	13.465	10.1101/086793
rs7097780	IL15RA	3601	13.417	10.1101/086793
rs11260013	FCER2	2208	13.408	10.1101/086793
rs4356932	CXCL11	6373	13.366	10.1101/086793
rs7713972	C7	730	13.286	10.1101/086793
rs11568819	MMP7	4316	13.234	10.1101/086793
rs10127775	MAP2K4	6416	13.165	10.1101/086793
rs8044476	HP	3240	13.112	10.1101/086793
rs35555795	MICB	4277	12.89	10.1101/086793
rs2989736	FCN2	2220	12.882	10.1101/086793
rs2255336	KLRK1	22914,100528032	12.878	10.1101/086793
rs9901901	BCAR3	8412	12.875	10.1101/086793
rs10860794	CTSZ	1522	12.849	10.1101/086793
rs4420638	APOE	348	12.81	10.1101/086793
rs2523987	MICA	100507436	12.612	10.1101/086793
rs11022119	DKK3	27122	12.545	10.1101/086793
rs651007	KDR	3791	12.51	10.1101/086793
rs6662572	AKR1A1	10327	12.485	10.1101/086793
rs9901901	OCIAD1	54940	12.465	10.1101/086793
rs6669284	MAPKAPK2	9261	12.409	10.1101/086793
rs3134906	PRSS2	5645	12.382	10.1101/086793
rs8106657	CD209	30835	12.378	10.1101/086793
rs11072996	IL16	3603	12.284	10.1101/086793
rs17412738	CCL21	6366	12.276	10.1101/086793
rs1354034	IMPDH1	3614	12.264	10.1101/086793
rs520354	APOB	338	12.177	10.1101/086793
rs651007	CHST15	51363	12.174	10.1101/086793
rs651007	SELP	6403	12.133	10.1101/086793
rs1013579	C8A,C8B,C8G	733,731,732	12.031	10.1101/086793
rs41265665	AFM	173	12.004	10.1101/086793
rs1926447	MIF	4282	11.984	10.1101/086793
rs2524277	TFF3	7033	11.913	10.1101/086793
rs16971895	CCL3L1	414062	11.908	10.1101/086793
rs2239805	C4A,C4B	721,720,110384692	11.86	10.1101/086793
rs7091871	CAST	831	11.846	10.1101/086793
rs983545	CCL17	6361	11.641	10.1101/086793
rs2949833	IGF1	3479	11.518	10.1101/086793
rs6575449	SERPINA3	12	11.494	10.1101/086793
rs2853928	GZMA	3001	11.474	10.1101/086793
rs651007	TLR4,LY96	23643,7099	11.469	10.1101/086793
rs6687487	EPHB2	2048	11.461	10.1101/086793
rs2559856	NAAA	27163	11.441	10.1101/086793
rs4834770	PDE5A	8654	11.44	10.1101/086793
rs2228467	CCL17	6361	11.323	10.1101/086793
rs3743392	MFGE8	4240	11.319	10.1101/086793
rs2000999	HBA1,HBB	3039,3043	11.275	10.1101/086793
rs12241254	CAMK1	8536	11.192	10.1101/086793
rs757158	GOT1	2805	11.157	10.1101/086793
rs11219769	ESAM	90952	11.109	10.1101/086793
rs9901901	MSR1	4481	11.032	10.1101/086793
rs646776	CAT	847	10.814	10.1101/086793
rs8176749	BCAM	4059	10.812	10.1101/086793
rs8176749	CD109	135228	10.767	10.1101/086793
rs870825	CASP3	836	10.745	10.1101/086793
rs16873418	EDAR	10913	10.718	10.1101/086793
rs4745216	ANXA1	301	10.697	10.1101/086793
rs12079353	APCS	325	10.662	10.1101/086793
rs10860794	CTSA	5476	10.659	10.1101/086793
rs2493151	AGT	183	10.653	10.1101/086793
rs41265930	PLG	5340	10.472	10.1101/086793
rs7896471	MMP8	4317	10.463	10.1101/086793
rs6808835	CCL4L1		10.457	10.1101/086793
rs651007	JAG1	182	10.412	10.1101/086793
rs7260110	EMR2		10.287	10.1101/086793
rs1354034	DYNLRB1	83658	10.217	10.1101/086793
rs4453827	IL17RB	55540	10.195	10.1101/086793
rs8051517	AGRP	181	10.164	10.1101/086793
rs1634718	C4A,C4B	721,720,110384692	10.132	10.1101/086793
rs4239252	CCL5	6352	10.107	10.1101/086793
rs651007	CD200	4345	10.095	10.1101/086793
rs9462846	MED1	5469	10.094	10.1101/086793
rs8176749	IL27RA	9466	10.08	10.1101/086793
rs16873418	ITGA1,ITGB1	3672,3688	10.041	10.1101/086793
rs2239908	WISP1	8840	9.957	10.1101/086793
rs2304456	LCMT1	51451	9.842	10.1101/086793
rs9901901	ABL2	27	9.659	10.1101/086793
rs2228243	SEMA3A	10371	9.485	10.1101/086793
rs646776	RGMA	56963	9.288	10.1101/086793
rs8176749	NOTCH1	4851	9.225	10.1101/086793
rs2239908	CMPK1	51727	9.097	10.1101/086793
rs3131085	MICA	100507436	9.013	10.1101/086793
rs1250258	FN1	2335	8.957	10.1101/086793
rs1354034	METAP2	10988	8.915	10.1101/086793
rs3733159	FETUB	26998	8.844	10.1101/086793
rs2239908	PRSS27	83886	8.802	10.1101/086793
rs7588285	IL1B	3553	8.606	10.1101/086793
rs626457	CCL1	6346	8.573	10.1101/086793
rs9901901	TYK2	7297	8.237	10.1101/086793
rs9901901	STK17B	9262	8.059	10.1101/086793
rs662	PON1	5444	300	10.1101/136523
rs941590	SERPINA10	51156	300	10.1101/136523
rs12740374	GRN	2896	267.565	10.1101/136523
rs55730499	LPA	4018	166.424	10.1101/136523
rs11024616	SAA1	6288	131.851	10.1101/136523
rs4253254	BGLAP	632	105.607	10.1101/136523
rs6445035	BCHE	590	102.393	10.1101/136523
rs6136	SELP	6403	91.458	10.1101/136523
rs147941577	AMBP	259	81.144	10.1101/136523
rs5030062	KLKB1	3818	77.241	10.1101/136523
rs911119	CST3	1471	72.177	10.1101/136523
rs35911336	GDF15	9518	70.983	10.1101/136523
rs11214489	NCAM1	4684	53.521	10.1101/136523
rs2765501	CD5L	922	53.322	10.1101/136523
rs3138074	CD14	929	52.035	10.1101/136523
rs7412	APOB	338	52.017	10.1101/136523
rs7135211	MGP	4256	43.441	10.1101/136523
rs35897051	MPO	4353	41.799	10.1101/136523
rs148594123	CD40LG	959	41.686	10.1101/136523
rs198379	NPPB	4879	40.801	10.1101/136523
rs11126696	REG1A	5967	39.662	10.1101/136523
rs1984409	CNTN1	1272	36.268	10.1101/136523
rs149066340	C2	717	35.979	10.1101/136523
rs7935957	HPX	3263	29.296	10.1101/136523
rs7949566	LDLR	3949	28.073	10.1101/136523
rs5030062	BGLAP	632	27.439	10.1101/136523
rs7949566	CDH13	1012	25.87	10.1101/136523
rs3791679	EFEMP1	2202	25.604	10.1101/136523
rs4253325	KLKB1	3818	25.152	10.1101/136523
rs34004251	CP	1356	24.309	10.1101/136523
rs1838343	CNTN1	1272	23.19	10.1101/136523
rs2056320	CLEC3B	7123	22.86	10.1101/136523
rs58370149	ICAM1	3383	22.836	10.1101/136523
rs9425316	CD14	929	21.425	10.1101/136523
rs35231465	MMP8	4317	20.646	10.1101/136523
rs41290291	AMBP	259	20.609	10.1101/136523
rs1799864	CCL2	6347	20.544	10.1101/136523
rs5848	GRN	2896	19.936	10.1101/136523
rs4747193	GRN	2896	19.592	10.1101/136523
rs492602	REG1A	5967	19.387	10.1101/136523
rs5498	ICAM1	3383	18.631	10.1101/136523
rs141500365	IL6ST	3572	18.6	10.1101/136523
rs3918249	MMP9	4318	18.532	10.1101/136523
rs3135506	ANGPTL3	27329	17.412	10.1101/136523
rs3024731	SERPINA10	51156	17.09	10.1101/136523
rs12721051	CRP	1401	16.622	10.1101/136523
rs148685782	FGG	2266	16.221	10.1101/136523
rs1466733	GP5	2814	16.066	10.1101/136523
rs4937124	NRCAM	4897	16.01	10.1101/136523
rs2511241	MMP9	4318	15.854	10.1101/136523
rs4253254	FGF23	8074	15.848	10.1101/136523
rs2923091	ADM	133	15.642	10.1101/136523
rs7949566	ADAM15	8751	15.469	10.1101/136523
rs12740374	APOB	338	15.305	10.1101/136523
rs200036540	CLU	1191	15.021	10.1101/136523
rs78631861	PMP2	5375	14.331	10.1101/136523
rs11687758	BCHE	590	14.049	10.1101/136523
rs12493830	IL6ST	3572	13.757	10.1101/136523
rs2274809	COL18A1	80781	13.706	10.1101/136523
rs4665972	IGFBP1	3484	13.636	10.1101/136523
rs116994374	ORM1	5004	13.593	10.1101/136523
rs7221871	CXCL16	58191	13.496	10.1101/136523
rs2211320	CRP	1401	13.321	10.1101/136523
rs144276707	TIMP1	7076	13.163	10.1101/136523
rs3733402	RETN	56729	12.886	10.1101/136523
rs144392720	CLU	1191	12.788	10.1101/136523
rs1557570	NOTCH1	4851	12.199	10.1101/136523
rs7535409	ADM	133	12.046	10.1101/136523
rs58260031	CXCL16	58191	11.955	10.1101/136523
rs4253272	AGER	177	11.735	10.1101/136523
rs11810108	MPO	4353	11.695	10.1101/136523
rs2236653	GP5	2814	11.472	10.1101/136523
rs757081	MPO	4353	11.377	10.1101/136523
rs4241819	CXCL16	58191	11.141	10.1101/136523
rs62135410	RETN	56729	11.087	10.1101/136523
rs6044953	MPO	4353	10.939	10.1101/136523
rs1550477	KLKB1	3818	10.772	10.1101/136523
rs7979473	CRP	1401	10.361	10.1101/136523
rs115975731	DPP4	1803	10.296	10.1101/136523
rs2009581	CXCL16	58191	10.181	10.1101/136523
rs71640034	CD40LG	959	10.115	10.1101/136523
rs10774625	B2M	567	10.062	10.1101/136523
rs7195669	EFEMP1	2202	9.896	10.1101/136523
rs79250611	IGFBP3	3486	9.873	10.1101/136523
rs1260326	KLKB1	3818	9.672	10.1101/136523
rs4655761	SAA1	6288	9.606	10.1101/136523
rs4889507	FGG	2266	9.536	10.1101/136523
rs117794776	MPO	4353	9.272	10.1101/136523
rs4907606	MMP8	4317	9.177	10.1101/136523
rs144392720	ADM	133	9.136	10.1101/136523
rs2239852	CNTN1	1272	9.129	10.1101/136523
rs4142374	ADM	133	9.097	10.1101/136523
rs732457	RETN	56729	9.024	10.1101/136523
rs144392720	IGFBP3	3486	8.983	10.1101/136523
rs2981746	REG1A	5967	8.87	10.1101/136523
rs8078692	RETN	56729	8.635	10.1101/136523
rs144276707	IL6ST	3572	8.609	10.1101/136523
rs8045877	AMBP	259	8.597	10.1101/136523
rs9950367	CXCL12	6387	8.545	10.1101/136523
rs11074066	NCAM1	4684	8.535	10.1101/136523
rs33918	AMBP	259	8.34	10.1101/136523
rs3733402	CCL2	6347	8.14	10.1101/136523
rs964184	APOB	338	8.021	10.1101/136523
rs5167	SERPINA10	51156	8.001	10.1101/136523
rs4007812	CD40LG	959	7.947	10.1101/136523
rs11065987	CXCL16	58191	7.947	10.1101/136523
rs1260326	SAA1	6288	7.943	10.1101/136523
rs1894693	GP5	2814	7.86	10.1101/136523
rs113586283	SERPINA10	51156	7.703	10.1101/136523
rs4907606	CXCL12	6387	7.697	10.1101/136523
rs4794093	CXCL12	6387	7.622	10.1101/136523
rs4889505	PON1	5444	7.622	10.1101/136523
rs7240932	MMP8	4317	7.545	10.1101/136523
rs112901837	BCHE	590	7.499	10.1101/136523
rs4751870	APOB	338	7.493	10.1101/136523
rs73695324	ICAM1	3383	7.387	10.1101/136523
rs11217234	MCAM	4162	7.365	10.1101/136523
rs142779420	MMP9	4318	7.361	10.1101/136523
rs1257168	CD163	9332	7.333	10.1101/136523
rs2659051	KLK3	354	20.039	25434496
rs6679073	KLK3	354	14.424	25434496
rs4631830	KLK3	354	10.167	25434496
